 ,Label,Area,Mean,Min,Max,Length
284,47_D02_trka_bmpr211m2-1.nd2:3484-0887,150.840,986.042,530.000,2465.470,211.887
285,47_D02_trka_bmpr211m2-1.nd2:3536-0972,59.576,1337.212,684.000,2431.554,86.114
286,47_D02_trka_bmpr211m2-1.nd2:3539-1110,81.969,1061.381,492.584,2479.380,118.934
287,47_D02_trka_bmpr211m2-1.nd2:3140-1188,152.530,802.465,509.000,1832.000,215.968
288,47_D02_trka_bmpr211m2-1.nd2:2785-1270,153.798,1023.912,479.000,3312.000,216.356
289,47_D02_trka_bmpr211m2-1.nd2:2750-1212,100.138,1448.498,491.000,5298.200,136.703
290,47_D02_trka_bmpr211m2-1.nd2:3239-1192,363.791,2165.749,506.000,7721.000,525.483
291,47_D02_trka_bmpr211m2-1.nd2:3208-1251,199.853,875.621,500.000,3534.000,284.447
292,47_D02_trka_bmpr211m2-1.nd2:2998-1072,106.898,2007.772,499.400,5749.220,157.116
293,47_D02_trka_bmpr211m2-1.nd2:2820-0990,69.294,973.618,501.501,3411.218,99.617
294,47_D02_trka_bmpr211m2-1.nd2:3514-1371,119.574,1411.324,0.000,4300.000,174.234
295,47_D02_trka_bmpr211m2-1.nd2:3023-1370,174.924,940.378,497.000,3579.000,249.070
296,47_D02_trka_bmpr211m2-1.nd2:3218-1385,353.651,1487.131,546.000,3521.066,527.217
297,47_D02_trka_bmpr211m2-1.nd2:2143-1776,321.116,796.947,506.000,4746.000,461.568
298,47_D02_trka_bmpr211m2-1.nd2:2515-1726,56.618,4350.539,550.150,10525.731,82.153
299,47_D02_trka_bmpr211m2-1.nd2:1888-1846,85.772,766.459,519.120,3129.990,130.242
300,47_D02_trka_bmpr211m2-1.nd2:2574-2212,161.403,1801.164,592.000,4556.000,237.021
301,47_D02_trka_bmpr211m2-1.nd2:2918-1438,128.024,2472.149,509.000,7916.000,175.576
302,47_D02_trka_bmpr211m2-1.nd2:2948-1545,167.319,1637.113,572.000,5571.540,213.660
303,47_D02_trka_bmpr211m2-1.nd2:2991-1417,136.897,1155.455,514.000,5237.156,180.696
304,47_D02_trka_bmpr211m2-1.nd2:3268-1518,338.862,1420.496,539.000,5512.459,477.996
305,47_D02_trka_bmpr211m2-1.nd2:3483-1563,122.109,878.304,493.000,2386.000,180.313
306,47_D02_trka_bmpr211m2-1.nd2:2264-2427,332.525,978.179,497.000,8414.540,482.691
307,47_D02_trka_bmpr211m2-1.nd2:2872-2231,270.414,1278.048,513.000,5493.000,356.148
308,47_D02_trka_bmpr211m2-1.nd2:2953-1766,365.904,796.954,503.000,3286.000,477.734
309,47_D02_trka_bmpr211m2-1.nd2:2850-1670,58.308,1032.568,537.000,2032.540,84.233
310,47_D02_trka_bmpr211m2-1.nd2:3246-1510,197.318,1387.487,569.000,2917.000,272.336
311,47_D02_trka_bmpr211m2-1.nd2,232.387,891.941,474.000,3024.000,317.117
