 ,Label,Area,Mean,Min,Max,Length
71,17_B08_BMPR2_HER2mb-1.nd2:0790-1456,87.702,1769.331,510.000,5041.000,112.904
72,17_B08_BMPR2_HER2mb-1.nd2:0640-1012,55.235,2189.405,517.000,4669.000,74.437
73,17_B08_BMPR2_HER2mb-1.nd2:0750-1014,72.944,1134.457,527.000,2979.268,106.527
74,17_B08_BMPR2_HER2mb-1.nd2:0386-0720,122.698,775.494,497.000,2211.580,166.365
75,17_B08_BMPR2_HER2mb-1.nd2:0332-0832,99.930,1060.751,519.000,2137.680,132.710
76,17_B08_BMPR2_HER2mb-1.nd2:1610-0664,83.064,1978.173,504.000,5352.180,105.660
77,17_B08_BMPR2_HER2mb-1.nd2:0572-1524,102.881,1591.336,597.000,2714.000,126.597
78,17_B08_BMPR2_HER2mb-1.nd2:0218-1726,142.094,1163.619,511.000,3830.000,178.167
79,17_B08_BMPR2_HER2mb-1.nd2:0044-1750,45.538,2215.770,563.399,4884.860,57.012
80,17_B08_BMPR2_HER2mb-1.nd2:1848-1598,64.511,1457.562,515.940,7105.000,82.390
81,17_B08_BMPR2_HER2mb-1.nd2:1484-1576,88.545,1170.877,515.140,4980.840,112.720
82,17_B08_BMPR2_HER2mb-1.nd2:0252-2348,142.516,1183.253,543.000,3301.000,191.326
83,17_B08_BMPR2_HER2mb-1.nd2:0258-2422,104.146,1037.007,471.000,2542.000,143.942
84,17_B08_BMPR2_HER2mb-1.nd2:0386-2508,120.168,2141.631,528.720,8977.060,170.357
85,17_B08_BMPR2_HER2mb-1.nd2:0400-3028,94.448,2463.853,526.000,7587.000,138.177
86,17_B08_BMPR2_HER2mb-1.nd2:0144-3334,111.314,1013.795,539.840,2636.620,156.763
87,17_B08_BMPR2_HER2mb-1.nd2:0232-3442,187.631,1102.893,485.640,6392.000,244.056
88,17_B08_BMPR2_HER2mb-1.nd2:0372-3142,153.478,907.356,475.000,3214.390,211.329
89,17_B08_BMPR2_HER2mb-1.nd2:0580-3416,290.512,982.901,0.000,3150.060,364.894
90,17_B08_BMPR2_HER2mb-1.nd2:0808-3564,135.348,2524.194,0.000,12722.000,165.067
91,17_B08_BMPR2_HER2mb-1.nd2:0906-3516,100.351,3226.122,486.760,10848.480,141.126
92,17_B08_BMPR2_HER2mb-1.nd2:0660-3404,84.329,2409.586,539.000,8975.000,112.402
93,17_B08_BMPR2_HER2mb-1.nd2:0492-3506,149.262,976.042,482.000,7244.357,187.614
94,17_B08_BMPR2_HER2mb-1.nd2:0868-2368,153.478,757.598,481.000,2843.000,212.549
95,17_B08_BMPR2_HER2mb-1.nd2:0956-2998,97.400,1548.654,513.000,15736.540,142.940
96,17_B08_BMPR2_HER2mb-1.nd2:1028-2942,176.247,1281.642,492.000,7614.000,239.823
97,17_B08_BMPR2_HER2mb-1.nd2:0982-3394,107.097,986.182,486.000,4306.000,145.081
98,17_B08_BMPR2_HER2mb-1.nd2:1220-3244,94.448,1332.190,464.240,5139.620,138.912
99,17_B08_BMPR2_HER2mb-1.nd2:0510-2898,91.918,1408.576,489.000,4109.580,135.499
100,17_B08_BMPR2_HER2mb-1.nd2:0466-3078,102.881,1421.482,579.000,2959.000,151.154
101,17_B08_BMPR2_HER2mb-1.nd2:0424-3060,83.485,959.458,499.140,2513.580,122.391
102,17_B08_BMPR2_HER2mb-1.nd2:0552-3128,72.523,1304.070,477.000,2373.000,102.427
103,17_B08_BMPR2_HER2mb-1.nd2:0110-2998,52.705,2339.647,537.675,9559.000,65.162
104,17_B08_BMPR2_HER2mb-1.nd2:0282-2970,83.064,1187.088,490.000,4560.050,105.999
105,17_B08_BMPR2_HER2mb-1.nd2:0194-2912,133.239,878.554,491.660,5152.080,198.136
106,17_B08_BMPR2_HER2mb-1.nd2:2148-1902,168.657,7052.292,508.000,30303.000,202.194
107,17_B08_BMPR2_HER2mb-1.nd2:1906-2380,178.355,1658.550,488.260,6467.660,227.269
108,17_B08_BMPR2_HER2mb-1.nd2:1792-2364,170.344,1387.727,511.120,6604.000,221.680
109,17_B08_BMPR2_HER2mb-1.nd2:1736-2208,300.632,865.632,468.000,3386.000,393.563
110,17_B08_BMPR2_HER2mb-1.nd2:2484-0448,129.445,3345.163,571.000,7601.570,181.064
111,17_B08_BMPR2_HER2mb-1.nd2:1470-0336,166.549,746.742,462.000,5414.000,213.599
